  i  Z(km)      P(bar)      T(K)  
 71 8.1441E+05 1.9588E+05 1.9982E+02
 72 7.8203E+05 2.1885E+05 1.9983E+02
 73 7.5018E+05 2.4409E+05 1.9984E+02
 74 7.1885E+05 2.7175E+05 1.9986E+02
 75 6.8804E+05 3.0201E+05 1.9987E+02
 76 6.5776E+05 3.3504E+05 1.9989E+02
 77 6.2801E+05 3.7102E+05 1.9991E+02
 78 5.9877E+05 4.1014E+05 1.9995E+02
 79 5.7005E+05 4.5257E+05 2.0002E+02
 80 5.4185E+05 4.9851E+05 2.0016E+02
 81 5.1414E+05 5.4813E+05 2.0044E+02
 82 4.8691E+05 6.0163E+05 2.0091E+02
 83 4.6013E+05 6.5916E+05 2.0156E+02
 84 4.3357E+05 7.2092E+05 2.0573E+02
 85 4.0693E+05 7.8707E+05 2.1110E+02
 86 3.8016E+05 8.5775E+05 2.1648E+02
 87 3.5330E+05 9.3312E+05 2.2184E+02
 88 3.2638E+05 1.0133E+06 2.2718E+02
 89 2.9941E+05 1.0984E+06 2.3246E+02
 90 2.7246E+05 1.1886E+06 2.3766E+02
 91 2.4554E+05 1.2838E+06 2.4274E+02
 92 2.1870E+05 1.3843E+06 2.4766E+02
 93 1.9199E+05 1.4899E+06 2.5239E+02
 94 1.6546E+05 1.6008E+06 2.5690E+02
 95 1.3914E+05 1.7168E+06 2.6117E+02
 96 1.1309E+05 1.8380E+06 2.6518E+02
 97 8.7343E+04 1.9643E+06 2.6910E+02
 98 6.1931E+04 2.0954E+06 2.7290E+02
 99 3.6888E+04 2.2314E+06 2.7649E+02
100 1.2249E+04 2.3720E+06 2.7991E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 2.4158E-08 2.1065E-06 3.2925E-06
 81 9.4414E-08 2.1020E-06 3.1247E-06
 82 2.5112E-04 2.5311E-04 3.0498E-06
 83 2.8786E-04 2.9049E-04 5.1660E-06
 84 3.2969E-04 3.3449E-04 1.0114E-05
 85 3.7737E-04 3.8661E-04 1.9115E-05
 86 4.3139E-04 4.4855E-04 3.4899E-05
 87 4.9145E-04 5.2225E-04 6.1576E-05
 88 5.5646E-04 6.0990E-04 1.0499E-04
 89 6.2423E-04 7.1379E-04 1.7293E-04
 90 6.9128E-04 8.3623E-04 2.7494E-04
 91 7.5292E-04 9.7928E-04 4.2170E-04
 92 8.0371E-04 1.1446E-03 6.2377E-04
 93 8.3820E-04 1.3333E-03 8.9014E-04
 94 8.5204E-04 1.5462E-03 1.2269E-03
 95 8.4305E-04 1.7837E-03 1.6364E-03
 96 8.0254E-04 2.0457E-03 2.1449E-03
 97 6.8322E-04 2.2986E-03 2.7656E-03
 98 4.6514E-04 2.4901E-03 3.4151E-03
 99 1.5156E-04 2.5895E-03 4.0833E-03
100 0.0000E+00 2.6131E-03 4.4306E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3819E+06 1.0000E+00 2.1968E+02
  2 4.3054E+06 1.2655E+00 2.1819E+02
  3 4.2306E+06 1.5986E+00 2.1352E+02
  4 4.1582E+06 2.0159E+00 2.0733E+02
  5 4.0883E+06 2.5375E+00 2.0239E+02
  6 4.0205E+06 3.1884E+00 1.9826E+02
  7 3.9546E+06 3.9991E+00 1.9451E+02
  8 3.8903E+06 5.0071E+00 1.9169E+02
  9 3.8273E+06 6.2580E+00 1.8991E+02
 10 3.7652E+06 7.8076E+00 1.8901E+02
 11 3.7039E+06 9.7234E+00 1.8875E+02
 12 3.6430E+06 1.2088E+01 1.8904E+02
 13 3.5825E+06 1.5001E+01 1.8979E+02
 14 3.5222E+06 1.8582E+01 1.9085E+02
 15 3.4621E+06 2.2978E+01 1.9211E+02
 16 3.4021E+06 2.8363E+01 1.9343E+02
 17 3.3421E+06 3.4948E+01 1.9473E+02
 18 3.2824E+06 4.2985E+01 1.9591E+02
 19 3.2228E+06 5.2776E+01 1.9693E+02
 20 3.1635E+06 6.4683E+01 1.9775E+02
 21 3.1045E+06 7.9135E+01 1.9836E+02
 22 3.0459E+06 9.6643E+01 1.9878E+02
 23 2.9877E+06 1.1782E+02 1.9904E+02
 24 2.9300E+06 1.4337E+02 1.9919E+02
 25 2.8728E+06 1.7416E+02 1.9926E+02
 26 2.8162E+06 2.1118E+02 1.9928E+02
 27 2.7600E+06 2.5562E+02 1.9928E+02
 28 2.7044E+06 3.0887E+02 1.9926E+02
 29 2.6494E+06 3.7253E+02 1.9924E+02
 30 2.5948E+06 4.4853E+02 1.9922E+02
 31 2.5409E+06 5.3906E+02 1.9920E+02
 32 2.4874E+06 6.4672E+02 1.9919E+02
 33 2.4345E+06 7.7450E+02 1.9919E+02
 34 2.3821E+06 9.2587E+02 1.9921E+02
 35 2.3303E+06 1.1049E+03 1.9923E+02
 36 2.2789E+06 1.3161E+03 1.9926E+02
 37 2.2281E+06 1.5650E+03 1.9931E+02
 38 2.1779E+06 1.8576E+03 1.9935E+02
 39 2.1281E+06 2.2010E+03 1.9940E+02
 40 2.0789E+06 2.6032E+03 1.9944E+02
 41 2.0302E+06 3.0735E+03 1.9947E+02
 42 1.9820E+06 3.6223E+03 1.9950E+02
 43 1.9343E+06 4.2615E+03 1.9953E+02
 44 1.8872E+06 5.0046E+03 1.9954E+02
 45 1.8406E+06 5.8668E+03 1.9955E+02
 46 1.7945E+06 6.8653E+03 1.9955E+02
 47 1.7489E+06 8.0194E+03 1.9954E+02
 48 1.7039E+06 9.3510E+03 1.9953E+02
 49 1.6594E+06 1.0884E+04 1.9952E+02
 50 1.6155E+06 1.2646E+04 1.9951E+02
 51 1.5721E+06 1.4668E+04 1.9950E+02
 52 1.5292E+06 1.6982E+04 1.9951E+02
 53 1.4868E+06 1.9626E+04 1.9951E+02
 54 1.4450E+06 2.2642E+04 1.9953E+02
 55 1.4037E+06 2.6074E+04 1.9954E+02
 56 1.3629E+06 2.9974E+04 1.9956E+02
 57 1.3227E+06 3.4396E+04 1.9957E+02
 58 1.2830E+06 3.9399E+04 1.9958E+02
 59 1.2438E+06 4.5051E+04 1.9959E+02
 60 1.2051E+06 5.1421E+04 1.9960E+02
 61 1.1669E+06 5.8588E+04 1.9961E+02
 62 1.1293E+06 6.6635E+04 1.9962E+02
 63 1.0922E+06 7.5653E+04 1.9964E+02
 64 1.0557E+06 8.5738E+04 1.9966E+02
 65 1.0196E+06 9.6996E+04 1.9969E+02
 66 9.8410E+05 1.0954E+05 1.9971E+02
 67 9.4911E+05 1.2348E+05 1.9974E+02
 68 9.1463E+05 1.3895E+05 1.9976E+02
 69 8.8068E+05 1.5607E+05 1.9978E+02
 70 8.4725E+05 1.7500E+05 1.9979E+02
 71 8.1435E+05 1.9588E+05 1.9981E+02
 72 7.8198E+05 2.1885E+05 1.9982E+02
 73 7.5012E+05 2.4409E+05 1.9984E+02
 74 7.1879E+05 2.7175E+05 1.9985E+02
 75 6.8799E+05 3.0201E+05 1.9987E+02
 76 6.5771E+05 3.3504E+05 1.9988E+02
 77 6.2795E+05 3.7102E+05 1.9991E+02
 78 5.9872E+05 4.1014E+05 1.9995E+02
 79 5.7000E+05 4.5257E+05 2.0003E+02
 80 5.4179E+05 4.9851E+05 2.0019E+02
 81 5.1408E+05 5.4813E+05 2.0048E+02
 82 4.8684E+05 6.0163E+05 2.0093E+02
 83 4.6007E+05 6.5916E+05 2.0153E+02
 84 4.3351E+05 7.2092E+05 2.0569E+02
 85 4.0687E+05 7.8707E+05 2.1107E+02
 86 3.8011E+05 8.5775E+05 2.1644E+02
 87 3.5326E+05 9.3312E+05 2.2181E+02
 88 3.2633E+05 1.0133E+06 2.2715E+02
 89 2.9938E+05 1.0984E+06 2.3243E+02
 90 2.7242E+05 1.1886E+06 2.3763E+02
 91 2.4551E+05 1.2838E+06 2.4271E+02
 92 2.1867E+05 1.3843E+06 2.4763E+02
 93 1.9197E+05 1.4899E+06 2.5236E+02
 94 1.6544E+05 1.6008E+06 2.5687E+02
 95 1.3912E+05 1.7168E+06 2.6114E+02
 96 1.1308E+05 1.8380E+06 2.6515E+02
 97 8.7332E+04 1.9643E+06 2.6906E+02
 98 6.1924E+04 2.0954E+06 2.7287E+02
 99 3.6883E+04 2.2314E+06 2.7646E+02
100 1.2248E+04 2.3720E+06 2.7988E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 1.3753E-08 2.1071E-06 3.2925E-06
 81 8.6042E-08 2.1025E-06 3.1277E-06
 82 2.5040E-04 2.5240E-04 3.0346E-06
 83 2.8705E-04 2.8967E-04 5.1413E-06
 84 3.2876E-04 3.3354E-04 1.0069E-05
 85 3.7632E-04 3.8552E-04 1.9033E-05
 86 4.3020E-04 4.4728E-04 3.4755E-05
 87 4.9011E-04 5.2078E-04 6.1335E-05
 88 5.5496E-04 6.0819E-04 1.0460E-04
 89 6.2257E-04 7.1180E-04 1.7231E-04
 90 6.8948E-04 8.3392E-04 2.7400E-04
 91 7.5101E-04 9.7660E-04 4.2031E-04
 92 8.0173E-04 1.1415E-03 6.2179E-04
 93 8.3621E-04 1.3298E-03 8.8741E-04
 94 8.5011E-04 1.5421E-03 1.2232E-03
 95 8.4126E-04 1.7791E-03 1.6316E-03
 96 8.0100E-04 2.0407E-03 2.1389E-03
 97 6.8218E-04 2.2931E-03 2.7581E-03
 98 4.6409E-04 2.4843E-03 3.4076E-03
 99 1.5108E-04 2.5834E-03 4.0737E-03
100 0.0000E+00 2.6070E-03 4.4213E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3794E+06 1.0000E+00 2.1958E+02
  2 4.3031E+06 1.2655E+00 2.1733E+02
  3 4.2285E+06 1.5986E+00 2.1301E+02
  4 4.1563E+06 2.0159E+00 2.0714E+02
  5 4.0865E+06 2.5375E+00 2.0199E+02
  6 4.0188E+06 3.1884E+00 1.9790E+02
  7 3.9530E+06 3.9991E+00 1.9432E+02
  8 3.8887E+06 5.0071E+00 1.9151E+02
  9 3.8258E+06 6.2580E+00 1.8965E+02
 10 3.7638E+06 7.8076E+00 1.8868E+02
 11 3.7026E+06 9.7234E+00 1.8842E+02
 12 3.6418E+06 1.2088E+01 1.8870E+02
 13 3.5814E+06 1.5001E+01 1.8944E+02
 14 3.5212E+06 1.8582E+01 1.9051E+02
 15 3.4612E+06 2.2978E+01 1.9178E+02
 16 3.4013E+06 2.8363E+01 1.9313E+02
 17 3.3415E+06 3.4948E+01 1.9446E+02
 18 3.2818E+06 4.2985E+01 1.9568E+02
 19 3.2223E+06 5.2776E+01 1.9674E+02
 20 3.1630E+06 6.4683E+01 1.9759E+02
 21 3.1041E+06 7.9135E+01 1.9824E+02
 22 3.0455E+06 9.6643E+01 1.9868E+02
 23 2.9873E+06 1.1782E+02 1.9897E+02
 24 2.9297E+06 1.4337E+02 1.9913E+02
 25 2.8725E+06 1.7416E+02 1.9921E+02
 26 2.8158E+06 2.1118E+02 1.9924E+02
 27 2.7597E+06 2.5562E+02 1.9923E+02
 28 2.7041E+06 3.0887E+02 1.9922E+02
 29 2.6491E+06 3.7253E+02 1.9920E+02
 30 2.5945E+06 4.4853E+02 1.9917E+02
 31 2.5406E+06 5.3906E+02 1.9916E+02
 32 2.4871E+06 6.4672E+02 1.9915E+02
 33 2.4342E+06 7.7450E+02 1.9915E+02
 34 2.3819E+06 9.2587E+02 1.9916E+02
 35 2.3300E+06 1.1049E+03 1.9919E+02
 36 2.2787E+06 1.3161E+03 1.9923E+02
 37 2.2279E+06 1.5650E+03 1.9927E+02
 38 2.1777E+06 1.8576E+03 1.9932E+02
 39 2.1279E+06 2.2010E+03 1.9936E+02
 40 2.0787E+06 2.6032E+03 1.9941E+02
 41 2.0300E+06 3.0735E+03 1.9944E+02
 42 1.9818E+06 3.6223E+03 1.9948E+02
 43 1.9341E+06 4.2615E+03 1.9950E+02
 44 1.8870E+06 5.0046E+03 1.9952E+02
 45 1.8404E+06 5.8668E+03 1.9953E+02
 46 1.7943E+06 6.8653E+03 1.9952E+02
 47 1.7488E+06 8.0194E+03 1.9952E+02
 48 1.7038E+06 9.3510E+03 1.9950E+02
 49 1.6593E+06 1.0884E+04 1.9949E+02
 50 1.6154E+06 1.2646E+04 1.9948E+02
 51 1.5720E+06 1.4668E+04 1.9948E+02
 52 1.5291E+06 1.6982E+04 1.9948E+02
 53 1.4867E+06 1.9626E+04 1.9949E+02
 54 1.4449E+06 2.2642E+04 1.9950E+02
 55 1.4036E+06 2.6074E+04 1.9952E+02
 56 1.3628E+06 2.9974E+04 1.9953E+02
 57 1.3226E+06 3.4396E+04 1.9955E+02
 58 1.2829E+06 3.9399E+04 1.9956E+02
 59 1.2437E+06 4.5051E+04 1.9957E+02
 60 1.2050E+06 5.1421E+04 1.9958E+02
 61 1.1669E+06 5.8588E+04 1.9959E+02
 62 1.1293E+06 6.6635E+04 1.9960E+02
 63 1.0922E+06 7.5653E+04 1.9962E+02
 64 1.0556E+06 8.5738E+04 1.9964E+02
 65 1.0196E+06 9.6996E+04 1.9967E+02
 66 9.8405E+05 1.0954E+05 1.9970E+02
 67 9.4905E+05 1.2348E+05 1.9972E+02
 68 9.1458E+05 1.3895E+05 1.9974E+02
 69 8.8063E+05 1.5607E+05 1.9976E+02
 70 8.4721E+05 1.7500E+05 1.9978E+02
 71 8.1431E+05 1.9588E+05 1.9980E+02
 72 7.8193E+05 2.1885E+05 1.9981E+02
 73 7.5008E+05 2.4409E+05 1.9983E+02
 74 7.1875E+05 2.7175E+05 1.9984E+02
 75 6.8795E+05 3.0201E+05 1.9986E+02
 76 6.5767E+05 3.3504E+05 1.9988E+02
 77 6.2791E+05 3.7102E+05 1.9991E+02
 78 5.9868E+05 4.1014E+05 1.9996E+02
 79 5.6996E+05 4.5257E+05 2.0005E+02
 80 5.4175E+05 4.9851E+05 2.0022E+02
 81 5.1403E+05 5.4813E+05 2.0051E+02
 82 4.8679E+05 6.0163E+05 2.0095E+02
 83 4.6001E+05 6.5916E+05 2.0150E+02
 84 4.3346E+05 7.2092E+05 2.0567E+02
 85 4.0683E+05 7.8707E+05 2.1104E+02
 86 3.8007E+05 8.5775E+05 2.1642E+02
 87 3.5322E+05 9.3312E+05 2.2178E+02
 88 3.2630E+05 1.0133E+06 2.2712E+02
 89 2.9934E+05 1.0984E+06 2.3240E+02
 90 2.7239E+05 1.1886E+06 2.3760E+02
 91 2.4548E+05 1.2838E+06 2.4268E+02
 92 2.1865E+05 1.3843E+06 2.4760E+02
 93 1.9195E+05 1.4899E+06 2.5234E+02
 94 1.6542E+05 1.6008E+06 2.5684E+02
 95 1.3911E+05 1.7168E+06 2.6111E+02
 96 1.1306E+05 1.8380E+06 2.6512E+02
 97 8.7324E+04 1.9643E+06 2.6904E+02
 98 6.1918E+04 2.0954E+06 2.7284E+02
 99 3.6880E+04 2.2314E+06 2.7643E+02
100 1.2247E+04 2.3720E+06 2.7985E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 4.7194E-09 2.1077E-06 3.2925E-06
 81 7.9132E-08 2.1029E-06 3.1300E-06
 82 2.4982E-04 2.5181E-04 3.0224E-06
