 NST=     1

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
 72   2.397E+05   4.125E+04   1.193E+04   3.354E+05   8.900E+04   3.115E+05   1.193E+04   3.375E+05
 73   2.398E+05   4.091E+04   1.267E+04   3.349E+05   8.899E+04   3.114E+05   1.267E+04   3.373E+05
 74   2.399E+05   4.054E+04   1.342E+04   3.344E+05   8.899E+04   3.114E+05   1.342E+04   3.370E+05
 75   2.400E+05   4.014E+04   1.420E+04   3.338E+05   8.899E+04   3.113E+05   1.420E+04   3.368E+05
 76   2.402E+05   3.971E+04   1.501E+04   3.332E+05   8.899E+04   3.112E+05   1.501E+04   3.365E+05
 77   2.404E+05   3.924E+04   1.583E+04   3.326E+05   8.898E+04   3.111E+05   1.583E+04   3.362E+05
 78   2.407E+05   3.874E+04   1.669E+04   3.319E+05   8.898E+04   3.110E+05   1.668E+04   3.359E+05
 79   2.410E+05   3.821E+04   1.757E+04   3.312E+05   8.898E+04   3.109E+05   1.757E+04   3.356E+05
 80   2.414E+05   3.763E+04   1.850E+04   3.304E+05   8.898E+04   3.108E+05   1.850E+04   3.352E+05
 81   2.420E+05   3.702E+04   1.948E+04   3.296E+05   8.905E+04   3.107E+05   1.928E+04   3.351E+05
 82   2.427E+05   3.636E+04   2.053E+04   3.287E+05   8.915E+04   3.106E+05   2.037E+04   3.349E+05
 83   2.439E+05   3.566E+04   2.164E+04   3.278E+05   9.349E+04   2.996E+05   9.180E+04   3.141E+05
 84   2.459E+05   3.492E+04   2.377E+04   3.268E+05   1.035E+05   2.955E+05   1.011E+05   3.083E+05
 85   2.483E+05   3.413E+04   2.740E+04   3.257E+05   1.145E+05   2.870E+05   1.123E+05   2.991E+05
 86   2.512E+05   3.330E+04   3.297E+04   3.244E+05   1.263E+05   2.761E+05   1.244E+05   2.875E+05
 87   2.546E+05   3.242E+04   4.078E+04   3.228E+05   1.391E+05   2.634E+05   1.374E+05   2.741E+05
 88   2.587E+05   3.149E+04   5.077E+04   3.208E+05   1.528E+05   2.491E+05   1.513E+05   2.590E+05
 89   2.635E+05   3.051E+04   6.260E+04   3.183E+05   1.673E+05   2.329E+05   1.660E+05   2.422E+05
 90   2.690E+05   2.948E+04   7.603E+04   3.153E+05   1.826E+05   2.148E+05   1.814E+05   2.235E+05
 91   2.753E+05   2.841E+04   9.074E+04   3.117E+05   1.985E+05   1.951E+05   1.975E+05   2.031E+05
 92   2.822E+05   2.729E+04   1.067E+05   3.077E+05   2.150E+05   1.740E+05   2.141E+05   1.814E+05
 93   2.899E+05   2.612E+04   1.238E+05   3.031E+05   2.318E+05   1.510E+05   2.310E+05   1.581E+05
 94   2.980E+05   2.491E+04   1.419E+05   2.982E+05   2.487E+05   1.262E+05   2.479E+05   1.331E+05
 95   3.067E+05   2.365E+04   1.604E+05   2.931E+05   2.655E+05   1.000E+05   2.648E+05   1.067E+05
 96   3.157E+05   2.236E+04   1.790E+05   2.877E+05   2.822E+05   7.303E+04   2.815E+05   7.950E+04
 97   3.251E+05   2.104E+04   1.973E+05   2.823E+05   2.992E+05   4.579E+04   2.985E+05   5.209E+04
 98   3.350E+05   1.969E+04   2.154E+05   2.767E+05   3.165E+05   2.240E+04   3.156E+05   2.858E+04
 99   3.447E+05   1.832E+04   2.335E+05   2.712E+05   3.342E+05   5.962E+03   3.324E+05   1.209E+04
100   3.537E+05   1.696E+04   2.518E+05   2.657E+05   3.537E+05   4.105E+02   3.484E+05   6.533E+03
101   3.579E+05   1.563E+04   2.668E+05   2.604E+05   3.579E+05   3.812E+02   3.531E+05   6.354E+03
 NST=    11

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.389E+05   4.441E+04   0.000E+00   3.418E+05   9.213E+04   3.118E+05   0.000E+00   3.418E+05
  2   2.389E+05   4.441E+04   3.391E-01   3.418E+05   9.213E+04   3.118E+05   1.301E-01   3.418E+05
  3   2.389E+05   4.441E+04   3.681E-01   3.418E+05   9.212E+04   3.118E+05   1.183E+00   3.418E+05
  4   2.389E+05   4.441E+04   4.869E+00   3.418E+05   9.212E+04   3.118E+05   4.523E+00   3.418E+05
  5   2.389E+05   4.441E+04   7.913E+00   3.418E+05   9.212E+04   3.118E+05   8.393E+00   3.418E+05
  6   2.389E+05   4.441E+04   1.116E+01   3.418E+05   9.212E+04   3.118E+05   1.080E+01   3.418E+05
  7   2.389E+05   4.441E+04   1.476E+01   3.418E+05   9.212E+04   3.118E+05   1.460E+01   3.418E+05
  8   2.389E+05   4.441E+04   1.815E+01   3.418E+05   9.212E+04   3.118E+05   1.790E+01   3.418E+05
  9   2.389E+05   4.441E+04   2.162E+01   3.418E+05   9.212E+04   3.118E+05   2.160E+01   3.418E+05
 10   2.389E+05   4.441E+04   2.549E+01   3.418E+05   9.212E+04   3.118E+05   2.551E+01   3.418E+05
 11   2.389E+05   4.441E+04   2.976E+01   3.418E+05   9.212E+04   3.118E+05   2.976E+01   3.418E+05
 12   2.389E+05   4.441E+04   3.447E+01   3.418E+05   9.212E+04   3.118E+05   3.447E+01   3.418E+05
 13   2.389E+05   4.441E+04   3.969E+01   3.418E+05   9.212E+04   3.118E+05   3.969E+01   3.418E+05
 14   2.389E+05   4.441E+04   4.537E+01   3.418E+05   9.212E+04   3.118E+05   4.537E+01   3.418E+05
 15   2.389E+05   4.441E+04   5.145E+01   3.417E+05   9.213E+04   3.118E+05   5.145E+01   3.417E+05
 16   2.389E+05   4.441E+04   5.789E+01   3.417E+05   9.213E+04   3.118E+05   5.788E+01   3.417E+05
 17   2.389E+05   4.441E+04   6.440E+01   3.417E+05   9.213E+04   3.118E+05   6.441E+01   3.417E+05
 18   2.389E+05   4.441E+04   7.079E+01   3.417E+05   9.213E+04   3.118E+05   7.079E+01   3.417E+05
 19   2.389E+05   4.441E+04   7.678E+01   3.417E+05   9.213E+04   3.118E+05   7.678E+01   3.417E+05
 20   2.389E+05   4.441E+04   8.222E+01   3.417E+05   9.213E+04   3.118E+05   8.222E+01   3.417E+05
 21   2.389E+05   4.441E+04   8.708E+01   3.417E+05   9.213E+04   3.118E+05   8.708E+01   3.417E+05
 22   2.389E+05   4.441E+04   9.148E+01   3.417E+05   9.213E+04   3.118E+05   9.148E+01   3.417E+05
 23   2.389E+05   4.441E+04   9.567E+01   3.417E+05   9.213E+04   3.118E+05   9.568E+01   3.417E+05
 24   2.389E+05   4.441E+04   9.999E+01   3.417E+05   9.213E+04   3.118E+05   9.999E+01   3.417E+05
 25   2.389E+05   4.441E+04   1.048E+02   3.417E+05   9.213E+04   3.118E+05   1.048E+02   3.417E+05
 26   2.389E+05   4.440E+04   1.103E+02   3.417E+05   9.213E+04   3.118E+05   1.103E+02   3.417E+05
 27   2.389E+05   4.440E+04   1.170E+02   3.417E+05   9.213E+04   3.118E+05   1.170E+02   3.417E+05
 28   2.389E+05   4.440E+04   1.250E+02   3.417E+05   9.213E+04   3.118E+05   1.250E+02   3.417E+05
 29   2.389E+05   4.440E+04   1.347E+02   3.417E+05   9.213E+04   3.118E+05   1.347E+02   3.417E+05
 30   2.389E+05   4.440E+04   1.464E+02   3.417E+05   9.213E+04   3.118E+05   1.464E+02   3.417E+05
 31   2.389E+05   4.440E+04   1.606E+02   3.417E+05   9.213E+04   3.118E+05   1.606E+02   3.417E+05
 32   2.389E+05   4.440E+04   1.777E+02   3.417E+05   9.213E+04   3.118E+05   1.777E+02   3.417E+05
 33   2.389E+05   4.440E+04   1.983E+02   3.417E+05   9.213E+04   3.118E+05   1.983E+02   3.417E+05
 34   2.389E+05   4.439E+04   2.227E+02   3.417E+05   9.213E+04   3.118E+05   2.227E+02   3.417E+05
 35   2.389E+05   4.439E+04   2.513E+02   3.417E+05   9.213E+04   3.118E+05   2.513E+02   3.417E+05
 36   2.389E+05   4.439E+04   2.845E+02   3.416E+05   9.213E+04   3.118E+05   2.845E+02   3.417E+05
 37   2.389E+05   4.438E+04   3.224E+02   3.416E+05   9.213E+04   3.118E+05   3.224E+02   3.416E+05
 38   2.389E+05   4.438E+04   3.649E+02   3.416E+05   9.213E+04   3.118E+05   3.649E+02   3.416E+05
 39   2.389E+05   4.437E+04   4.121E+02   3.416E+05   9.213E+04   3.118E+05   4.121E+02   3.416E+05
 40   2.389E+05   4.437E+04   4.643E+02   3.415E+05   9.213E+04   3.118E+05   4.643E+02   3.416E+05
 41   2.389E+05   4.436E+04   5.225E+02   3.415E+05   9.213E+04   3.118E+05   5.225E+02   3.415E+05
 42   2.389E+05   4.435E+04   5.879E+02   3.415E+05   9.213E+04   3.118E+05   5.879E+02   3.415E+05
 43   2.389E+05   4.434E+04   6.619E+02   3.414E+05   9.213E+04   3.118E+05   6.619E+02   3.415E+05
 44   2.389E+05   4.433E+04   7.454E+02   3.414E+05   9.213E+04   3.118E+05   7.454E+02   3.414E+05
 45   2.389E+05   4.432E+04   8.400E+02   3.413E+05   9.213E+04   3.118E+05   8.400E+02   3.414E+05
 46   2.389E+05   4.430E+04   9.478E+02   3.412E+05   9.213E+04   3.118E+05   9.478E+02   3.413E+05
 47   2.389E+05   4.428E+04   1.072E+03   3.412E+05   9.213E+04   3.118E+05   1.072E+03   3.412E+05
 48   2.389E+05   4.426E+04   1.216E+03   3.411E+05   9.213E+04   3.117E+05   1.216E+03   3.412E+05
 49   2.389E+05   4.424E+04   1.384E+03   3.410E+05   9.213E+04   3.117E+05   1.384E+03   3.411E+05
 50   2.389E+05   4.421E+04   1.574E+03   3.408E+05   9.213E+04   3.117E+05   1.574E+03   3.410E+05
 51   2.389E+05   4.418E+04   1.787E+03   3.407E+05   9.213E+04   3.117E+05   1.787E+03   3.409E+05
 52   2.389E+05   4.415E+04   2.023E+03   3.406E+05   9.213E+04   3.117E+05   2.023E+03   3.408E+05
 53   2.389E+05   4.411E+04   2.281E+03   3.405E+05   9.213E+04   3.117E+05   2.281E+03   3.406E+05
 54   2.389E+05   4.406E+04   2.558E+03   3.403E+05   9.214E+04   3.117E+05   2.558E+03   3.405E+05
 55   2.389E+05   4.401E+04   2.856E+03   3.402E+05   9.214E+04   3.117E+05   2.856E+03   3.404E+05
 56   2.389E+05   4.395E+04   3.176E+03   3.400E+05   9.214E+04   3.116E+05   3.176E+03   3.403E+05
 57   2.389E+05   4.388E+04   3.522E+03   3.398E+05   9.214E+04   3.116E+05   3.522E+03   3.402E+05
 58   2.389E+05   4.381E+04   3.898E+03   3.396E+05   9.214E+04   3.116E+05   3.898E+03   3.400E+05
 59   2.390E+05   4.372E+04   4.309E+03   3.394E+05   9.214E+04   3.116E+05   4.309E+03   3.399E+05
 60   2.390E+05   4.363E+04   4.757E+03   3.392E+05   9.214E+04   3.115E+05   4.757E+03   3.397E+05
 61   2.390E+05   4.352E+04   5.242E+03   3.389E+05   9.214E+04   3.115E+05   5.242E+03   3.395E+05
 62   2.390E+05   4.340E+04   5.764E+03   3.387E+05   9.215E+04   3.115E+05   5.764E+03   3.393E+05
 63   2.390E+05   4.327E+04   6.318E+03   3.384E+05   9.215E+04   3.114E+05   6.318E+03   3.392E+05
 64   2.390E+05   4.312E+04   6.896E+03   3.382E+05   9.215E+04   3.114E+05   6.896E+03   3.390E+05
 65   2.390E+05   4.296E+04   7.490E+03   3.379E+05   9.216E+04   3.113E+05   7.490E+03   3.388E+05
 66   2.391E+05   4.278E+04   8.090E+03   3.376E+05   9.216E+04   3.113E+05   8.090E+03   3.387E+05
 67   2.391E+05   4.258E+04   8.687E+03   3.373E+05   9.217E+04   3.112E+05   8.687E+03   3.385E+05
 68   2.391E+05   4.236E+04   9.289E+03   3.370E+05   9.217E+04   3.112E+05   9.289E+03   3.383E+05
 69   2.392E+05   4.212E+04   9.906E+03   3.366E+05   9.217E+04   3.111E+05   9.906E+03   3.381E+05
 70   2.392E+05   4.186E+04   1.055E+04   3.362E+05   9.218E+04   3.110E+05   1.055E+04   3.379E+05
 71   2.393E+05   4.157E+04   1.122E+04   3.358E+05   9.219E+04   3.109E+05   1.122E+04   3.377E+05
 72   2.394E+05   4.126E+04   1.192E+04   3.354E+05   9.219E+04   3.109E+05   1.192E+04   3.375E+05
 73   2.395E+05   4.092E+04   1.265E+04   3.349E+05   9.220E+04   3.108E+05   1.265E+04   3.373E+05
 74   2.396E+05   4.055E+04   1.341E+04   3.344E+05   9.221E+04   3.107E+05   1.341E+04   3.370E+05
 75   2.398E+05   4.015E+04   1.419E+04   3.338E+05   9.222E+04   3.106E+05   1.419E+04   3.368E+05
 76   2.399E+05   3.972E+04   1.499E+04   3.332E+05   9.224E+04   3.105E+05   1.499E+04   3.365E+05
 77   2.401E+05   3.925E+04   1.582E+04   3.326E+05   9.226E+04   3.104E+05   1.582E+04   3.362E+05
 78   2.404E+05   3.875E+04   1.667E+04   3.319E+05   9.228E+04   3.103E+05   1.667E+04   3.359E+05
 79   2.407E+05   3.822E+04   1.756E+04   3.312E+05   9.232E+04   3.102E+05   1.756E+04   3.356E+05
 80   2.412E+05   3.764E+04   1.849E+04   3.304E+05   9.238E+04   3.101E+05   1.849E+04   3.352E+05
 81   2.417E+05   3.702E+04   1.947E+04   3.296E+05   9.248E+04   3.100E+05   1.947E+04   3.349E+05
 82   2.425E+05   3.637E+04   2.052E+04   3.287E+05   9.266E+04   3.100E+05   2.018E+04   3.348E+05
 83   2.437E+05   3.567E+04   2.183E+04   3.278E+05   9.300E+04   3.099E+05   2.154E+04   3.344E+05
 84   2.456E+05   3.493E+04   2.397E+04   3.268E+05   1.033E+05   2.984E+05   1.011E+05   3.127E+05
 85   2.480E+05   3.414E+04   2.749E+04   3.257E+05   1.142E+05   2.917E+05   1.121E+05   3.045E+05
 86   2.509E+05   3.331E+04   3.295E+04   3.244E+05   1.261E+05   2.808E+05   1.241E+05   2.927E+05
 87   2.543E+05   3.242E+04   4.066E+04   3.228E+05   1.388E+05   2.678E+05   1.371E+05   2.789E+05
 88   2.584E+05   3.150E+04   5.057E+04   3.208E+05   1.524E+05   2.532E+05   1.509E+05   2.634E+05
 89   2.631E+05   3.052E+04   6.234E+04   3.183E+05   1.669E+05   2.367E+05   1.656E+05   2.463E+05
 90   2.686E+05   2.949E+04   7.572E+04   3.153E+05   1.822E+05   2.184E+05   1.810E+05   2.273E+05
 91   2.749E+05   2.842E+04   9.039E+04   3.118E+05   1.981E+05   1.984E+05   1.971E+05   2.066E+05
 92   2.818E+05   2.730E+04   1.063E+05   3.077E+05   2.146E+05   1.769E+05   2.136E+05   1.845E+05
 93   2.894E+05   2.613E+04   1.234E+05   3.032E+05   2.313E+05   1.536E+05   2.305E+05   1.609E+05
 94   2.976E+05   2.492E+04   1.414E+05   2.983E+05   2.482E+05   1.284E+05   2.474E+05   1.355E+05
 95   3.062E+05   2.366E+04   1.599E+05   2.932E+05   2.650E+05   1.019E+05   2.643E+05   1.087E+05
 96   3.151E+05   2.237E+04   1.785E+05   2.878E+05   2.816E+05   7.442E+04   2.810E+05   8.105E+04
 97   3.246E+05   2.105E+04   1.967E+05   2.824E+05   2.986E+05   4.666E+04   2.979E+05   5.313E+04
 98   3.344E+05   1.970E+04   2.148E+05   2.768E+05   3.159E+05   2.280E+04   3.151E+05   2.914E+04
 99   3.441E+05   1.833E+04   2.329E+05   2.713E+05   3.336E+05   6.074E+03   3.318E+05   1.236E+04
100   3.531E+05   1.697E+04   2.511E+05   2.659E+05   3.531E+05   4.210E+02   3.478E+05   6.699E+03
101   3.573E+05   1.563E+04   2.661E+05   2.606E+05   3.573E+05   3.909E+02   3.525E+05   6.515E+03
 NST=    12

  J  FUPIR_clear  FUPSOLTOT_clear  FDNIR_clear  FDNSOLTOT_clear  FUPIR_cloudy  FUPSOLTOT_cloudy  FDNIR_cloudy  FDNSOLTOT_cloudy
  1   2.383E+05   4.443E+04   0.000E+00   3.418E+05   8.908E+04   3.129E+05   0.000E+00   3.418E+05
  2   2.383E+05   4.443E+04   2.302E+00   3.418E+05   8.907E+04   3.129E+05   4.699E-01   3.418E+05
  3   2.383E+05   4.443E+04   4.755E+00   3.418E+05   8.908E+04   3.129E+05   7.058E+00   3.418E+05
  4   2.383E+05   4.443E+04   8.470E+00   3.418E+05   8.907E+04   3.129E+05   7.862E+00   3.418E+05
  5   2.383E+05   4.443E+04   1.072E+01   3.418E+05   8.908E+04   3.129E+05   1.132E+01   3.418E+05
  6   2.383E+05   4.443E+04   1.556E+01   3.418E+05   8.908E+04   3.129E+05   1.512E+01   3.418E+05
  7   2.383E+05   4.443E+04   1.821E+01   3.418E+05   8.908E+04   3.129E+05   1.874E+01   3.418E+05
  8   2.383E+05   4.443E+04   2.124E+01   3.418E+05   8.908E+04   3.129E+05   2.137E+01   3.418E+05
  9   2.383E+05   4.443E+04   2.475E+01   3.418E+05   8.908E+04   3.129E+05   2.469E+01   3.418E+05
 10   2.383E+05   4.443E+04   2.855E+01   3.418E+05   8.908E+04   3.129E+05   2.854E+01   3.418E+05
 11   2.383E+05   4.443E+04   3.279E+01   3.418E+05   8.908E+04   3.129E+05   3.279E+01   3.418E+05
 12   2.383E+05   4.443E+04   3.748E+01   3.418E+05   8.908E+04   3.129E+05   3.746E+01   3.418E+05
 13   2.383E+05   4.443E+04   4.265E+01   3.418E+05   8.908E+04   3.129E+05   4.265E+01   3.418E+05
 14   2.383E+05   4.443E+04   4.830E+01   3.418E+05   8.908E+04   3.129E+05   4.828E+01   3.418E+05
 15   2.383E+05   4.443E+04   5.434E+01   3.417E+05   8.908E+04   3.129E+05   5.435E+01   3.417E+05
 16   2.383E+05   4.443E+04   6.072E+01   3.417E+05   8.908E+04   3.129E+05   6.072E+01   3.417E+05
 17   2.383E+05   4.443E+04   6.723E+01   3.417E+05   8.908E+04   3.129E+05   6.723E+01   3.417E+05
 18   2.383E+05   4.443E+04   7.361E+01   3.417E+05   8.908E+04   3.129E+05   7.360E+01   3.417E+05
 19   2.383E+05   4.443E+04   7.962E+01   3.417E+05   8.909E+04   3.129E+05   7.962E+01   3.417E+05
 20   2.383E+05   4.443E+04   8.510E+01   3.417E+05   8.909E+04   3.129E+05   8.509E+01   3.417E+05
 21   2.383E+05   4.443E+04   9.000E+01   3.417E+05   8.909E+04   3.129E+05   9.000E+01   3.417E+05
 22   2.383E+05   4.443E+04   9.445E+01   3.417E+05   8.909E+04   3.129E+05   9.445E+01   3.417E+05
 23   2.383E+05   4.443E+04   9.868E+01   3.417E+05   8.909E+04   3.129E+05   9.868E+01   3.417E+05
 24   2.383E+05   4.443E+04   1.030E+02   3.417E+05   8.909E+04   3.129E+05   1.030E+02   3.417E+05
 25   2.383E+05   4.443E+04   1.078E+02   3.417E+05   8.909E+04   3.129E+05   1.078E+02   3.417E+05
 26   2.383E+05   4.443E+04   1.134E+02   3.417E+05   8.909E+04   3.129E+05   1.134E+02   3.417E+05
 27   2.383E+05   4.443E+04   1.200E+02   3.417E+05   8.909E+04   3.129E+05   1.200E+02   3.417E+05
 28   2.383E+05   4.443E+04   1.280E+02   3.417E+05   8.909E+04   3.129E+05   1.280E+02   3.417E+05
 29   2.383E+05   4.443E+04   1.377E+02   3.417E+05   8.909E+04   3.129E+05   1.377E+02   3.417E+05
 30   2.383E+05   4.442E+04   1.495E+02   3.417E+05   8.909E+04   3.129E+05   1.495E+02   3.417E+05
 31   2.383E+05   4.442E+04   1.637E+02   3.417E+05   8.909E+04   3.129E+05   1.636E+02   3.417E+05
 32   2.383E+05   4.442E+04   1.808E+02   3.417E+05   8.909E+04   3.129E+05   1.808E+02   3.417E+05
 33   2.383E+05   4.442E+04   2.013E+02   3.417E+05   8.909E+04   3.129E+05   2.013E+02   3.417E+05
 34   2.383E+05   4.442E+04   2.257E+02   3.417E+05   8.909E+04   3.129E+05   2.257E+02   3.417E+05
 35   2.383E+05   4.441E+04   2.543E+02   3.417E+05   8.909E+04   3.129E+05   2.543E+02   3.417E+05
 36   2.383E+05   4.441E+04   2.875E+02   3.416E+05   8.909E+04   3.129E+05   2.875E+02   3.417E+05
 37   2.383E+05   4.441E+04   3.254E+02   3.416E+05   8.909E+04   3.129E+05   3.254E+02   3.416E+05
 38   2.383E+05   4.440E+04   3.679E+02   3.416E+05   8.909E+04   3.129E+05   3.679E+02   3.416E+05
 39   2.383E+05   4.440E+04   4.150E+02   3.416E+05   8.909E+04   3.129E+05   4.150E+02   3.416E+05
 40   2.383E+05   4.439E+04   4.672E+02   3.415E+05   8.909E+04   3.129E+05   4.672E+02   3.416E+05
 41   2.383E+05   4.438E+04   5.254E+02   3.415E+05   8.909E+04   3.129E+05   5.254E+02   3.415E+05
 42   2.383E+05   4.437E+04   5.908E+02   3.415E+05   8.909E+04   3.129E+05   5.908E+02   3.415E+05
 43   2.383E+05   4.437E+04   6.647E+02   3.414E+05   8.909E+04   3.129E+05   6.647E+02   3.415E+05
 44   2.383E+05   4.435E+04   7.483E+02   3.414E+05   8.909E+04   3.129E+05   7.483E+02   3.414E+05
 45   2.383E+05   4.434E+04   8.428E+02   3.413E+05   8.909E+04   3.129E+05   8.428E+02   3.414E+05
 46   2.383E+05   4.432E+04   9.506E+02   3.412E+05   8.909E+04   3.129E+05   9.505E+02   3.413E+05
 47   2.383E+05   4.431E+04   1.075E+03   3.412E+05   8.909E+04   3.129E+05   1.075E+03   3.412E+05
 48   2.383E+05   4.429E+04   1.219E+03   3.411E+05   8.909E+04   3.128E+05   1.219E+03   3.412E+05
 49   2.383E+05   4.426E+04   1.386E+03   3.410E+05   8.909E+04   3.128E+05   1.386E+03   3.411E+05
 50   2.383E+05   4.424E+04   1.577E+03   3.408E+05   8.909E+04   3.128E+05   1.576E+03   3.410E+05
 51   2.383E+05   4.421E+04   1.790E+03   3.407E+05   8.909E+04   3.128E+05   1.790E+03   3.409E+05
 52   2.383E+05   4.417E+04   2.026E+03   3.406E+05   8.909E+04   3.128E+05   2.026E+03   3.408E+05
 53   2.383E+05   4.413E+04   2.283E+03   3.405E+05   8.909E+04   3.128E+05   2.283E+03   3.406E+05
 54   2.383E+05   4.408E+04   2.561E+03   3.403E+05   8.909E+04   3.128E+05   2.561E+03   3.405E+05
 55   2.383E+05   4.403E+04   2.858E+03   3.402E+05   8.909E+04   3.128E+05   2.858E+03   3.404E+05
 56   2.383E+05   4.397E+04   3.178E+03   3.400E+05   8.909E+04   3.127E+05   3.178E+03   3.403E+05
 57   2.383E+05   4.391E+04   3.524E+03   3.398E+05   8.909E+04   3.127E+05   3.524E+03   3.402E+05
 58   2.383E+05   4.383E+04   3.900E+03   3.396E+05   8.909E+04   3.127E+05   3.900E+03   3.400E+05
 59   2.383E+05   4.375E+04   4.311E+03   3.394E+05   8.909E+04   3.127E+05   4.311E+03   3.399E+05
 60   2.383E+05   4.365E+04   4.758E+03   3.392E+05   8.910E+04   3.126E+05   4.758E+03   3.397E+05
 61   2.384E+05   4.355E+04   5.244E+03   3.389E+05   8.910E+04   3.126E+05   5.244E+03   3.395E+05
 62   2.384E+05   4.343E+04   5.766E+03   3.387E+05   8.910E+04   3.126E+05   5.766E+03   3.393E+05
 63   2.384E+05   4.329E+04   6.319E+03   3.384E+05   8.910E+04   3.125E+05   6.319E+03   3.392E+05
 64   2.384E+05   4.315E+04   6.897E+03   3.382E+05   8.910E+04   3.125E+05   6.897E+03   3.390E+05
 65   2.384E+05   4.299E+04   7.491E+03   3.379E+05   8.911E+04   3.124E+05   7.491E+03   3.388E+05
 66   2.385E+05   4.281E+04   8.091E+03   3.376E+05   8.911E+04   3.124E+05   8.091E+03   3.387E+05
 67   2.385E+05   4.261E+04   8.688E+03   3.373E+05   8.911E+04   3.123E+05   8.688E+03   3.385E+05
 68   2.385E+05   4.239E+04   9.290E+03   3.370E+05   8.911E+04   3.123E+05   9.290E+03   3.383E+05
 69   2.386E+05   4.215E+04   9.907E+03   3.366E+05   8.911E+04   3.122E+05   9.907E+03   3.381E+05
 70   2.386E+05   4.188E+04   1.055E+04   3.362E+05   8.911E+04   3.121E+05   1.055E+04   3.379E+05
 71   2.387E+05   4.160E+04   1.122E+04   3.358E+05   8.911E+04   3.120E+05   1.122E+04   3.377E+05
 72   2.388E+05   4.128E+04   1.192E+04   3.354E+05   8.911E+04   3.120E+05   1.192E+04   3.375E+05
 73   2.389E+05   4.094E+04   1.265E+04   3.349E+05   8.911E+04   3.119E+05   1.265E+04   3.373E+05
 74   2.390E+05   4.057E+04   1.341E+04   3.344E+05   8.911E+04   3.118E+05   1.341E+04   3.370E+05
 75   2.391E+05   4.017E+04   1.419E+04   3.338E+05   8.911E+04   3.117E+05   1.419E+04   3.368E+05
 76   2.393E+05   3.974E+04   1.499E+04   3.332E+05   8.911E+04   3.116E+05   1.499E+04   3.365E+05
 77   2.395E+05   3.928E+04   1.582E+04   3.326E+05   8.911E+04   3.115E+05   1.582E+04   3.362E+05
 78   2.398E+05   3.878E+04   1.667E+04   3.319E+05   8.911E+04   3.114E+05   1.667E+04   3.359E+05
 79   2.401E+05   3.824E+04   1.756E+04   3.312E+05   8.912E+04   3.114E+05   1.756E+04   3.356E+05
 80   2.405E+05   3.766E+04   1.850E+04   3.304E+05   8.913E+04   3.113E+05   1.850E+04   3.352E+05
 81   2.411E+05   3.705E+04   1.948E+04   3.296E+05   8.922E+04   3.112E+05   1.927E+04   3.351E+05
 82   2.419E+05   3.639E+04   2.057E+04   3.287E+05   8.935E+04   3.111E+05   2.032E+04   3.349E+05
 83   2.430E+05   3.569E+04   2.182E+04   3.278E+05   9.464E+04   2.987E+05   9.327E+04   3.128E+05
 84   2.449E+05   3.495E+04   2.385E+04   3.268E+05   1.027E+05   2.936E+05   1.005E+05   3.063E+05
 85   2.472E+05   3.416E+04   2.727E+04   3.257E+05   1.136E+05   2.851E+05   1.114E+05   2.972E+05
 86   2.501E+05   3.333E+04   3.261E+04   3.244E+05   1.254E+05   2.745E+05   1.234E+05   2.860E+05
 87   2.535E+05   3.245E+04   4.020E+04   3.229E+05   1.380E+05   2.622E+05   1.363E+05   2.730E+05
 88   2.575E+05   3.152E+04   4.999E+04   3.209E+05   1.516E+05   2.482E+05   1.501E+05   2.583E+05
 89   2.622E+05   3.054E+04   6.165E+04   3.184E+05   1.661E+05   2.323E+05   1.647E+05   2.418E+05
 90   2.677E+05   2.952E+04   7.493E+04   3.155E+05   1.813E+05   2.146E+05   1.801E+05   2.234E+05
 91   2.739E+05   2.844E+04   8.951E+04   3.120E+05   1.971E+05   1.951E+05   1.961E+05   2.033E+05
 92   2.807E+05   2.732E+04   1.053E+05   3.079E+05   2.135E+05   1.741E+05   2.126E+05   1.818E+05
 93   2.883E+05   2.615E+04   1.223E+05   3.034E+05   2.302E+05   1.514E+05   2.293E+05   1.587E+05
 94   2.964E+05   2.494E+04   1.402E+05   2.986E+05   2.470E+05   1.268E+05   2.462E+05   1.339E+05
 95   3.049E+05   2.368E+04   1.587E+05   2.934E+05   2.638E+05   1.007E+05   2.630E+05   1.076E+05
 96   3.138E+05   2.239E+04   1.771E+05   2.881E+05   2.803E+05   7.367E+04   2.796E+05   8.032E+04
 97   3.232E+05   2.107E+04   1.954E+05   2.827E+05   2.972E+05   4.620E+04   2.965E+05   5.273E+04
 98   3.330E+05   1.972E+04   2.134E+05   2.771E+05   3.145E+05   2.250E+04   3.136E+05   2.887E+04
 99   3.426E+05   1.835E+04   2.313E+05   2.716E+05   3.321E+05   5.991E+03   3.303E+05   1.231E+04
100   3.515E+05   1.699E+04   2.495E+05   2.662E+05   3.515E+05   4.236E+02   3.462E+05   6.737E+03
